ID,Nombre Español,Nombre Ingles,"WORLDM_Country,Other",ECDC_countriesAndTerritories,OURWORLD_Entity,JHONH_Country/Region,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING,deaths,casesECDC,deathsECDC,confirmadoOURWORLD,muertosOURWORLD,confirmadoJHON,muertosJHON,recuperadosJHON,activosJHON,confirmadoEarly,muertosEarly
216,Polinesia Francesa,French Polynesia,French Polynesia,Gabon,French Polynesia,French Polynesia,French Polynesia,Territorio asociado a estados soberanos,Polinesia Francesa,n/d,n/d,n/d,Oceanía,https://www.google.com/maps/place/Polinesia Francesa,https://es.wikipedia.org/wiki/Polinesia Francesa,https://commons.wikimedia.org/wiki/File:French Polynesia_in_its_region.svg#/media/File:French Polynesia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +French Polynesia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +French Polynesia&FORM=HDRSC4,1.0,7.0,1.0,37.0,0.0,,,,,37.0,0.0
217,Gibraltar,Gibraltar,Gibraltar,Greece,Gibraltar,Gibraltar,Gibraltar,Territorio asociado a estados soberanos,Gibraltar,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Gibraltar,https://es.wikipedia.org/wiki/Gibraltar,https://commons.wikimedia.org/wiki/File:Gibraltar_in_its_region.svg#/media/File:Gibraltar_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Gibraltar&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Gibraltar&FORM=HDRSC4,43.0,1212.0,43.0,88.0,1.0,,,,,81.0,0.0
218,Guadalupe (Francia),Guadeloupe,Guadeloupe,Guadeloupe,Guadeloupe,Guadeloupe,Guadeloupe,Territorio asociado a estados soberanos,Guadalupe,n/d,n/d,n/d,América,https://www.google.com/maps/place/Guadalupe (Francia),https://es.wikipedia.org/wiki/Guadalupe (Francia),https://commons.wikimedia.org/wiki/File:Guadeloupe_in_its_region.svg#/media/File:Guadeloupe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guadeloupe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guadeloupe&FORM=HDRSC4,,,,,,,,,,125.0,6.0
219,Isla de Man,Isle of Man,Isle of Man,Isle_of_Man,Isle of Man,Isle of Man,Isle of Man,Territorio asociado a estados soberanos,Isla de Man,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Isla de Man,https://es.wikipedia.org/wiki/Isla de Man,https://commons.wikimedia.org/wiki/File:Isle of Man_in_its_region.svg#/media/File:Isle of Man_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Isle of Man&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Isle of Man&FORM=HDRSC4,0.0,42.0,0.0,71.0,1.0,,,,,75.0,1.0
220,Macao,Macao,Macao,Macao,Macao,Macao,Macao,Territorio asociado a estados soberanos,Macao,n/d,n/d,n/d,Asia,https://www.google.com/maps/place/Macao,https://es.wikipedia.org/wiki/Macao,https://commons.wikimedia.org/wiki/File:Macao_in_its_region.svg#/media/File:Macao_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Macao&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Macao&FORM=HDRSC4,,,,,,,,,,,
221,Martinica,Martinique,Martinique,Martinique,Martinique,Martinique,Martinique,Territorio asociado a estados soberanos,Martinica,n/d,n/d,n/d,América,https://www.google.com/maps/place/Martinica,https://es.wikipedia.org/wiki/Martinica,https://commons.wikimedia.org/wiki/File:Martinique_in_its_region.svg#/media/File:Martinique_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Martinique&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Martinique&FORM=HDRSC4,,,,,,,,,,135.0,3.0
222,Mayotte,Mayotte,Mayotte,Mayotte,Mayotte,Mayotte,Mayotte,Territorio asociado a estados soberanos,Mayotte,n/d,n/d,n/d,África,https://www.google.com/maps/place/Mayotte,https://es.wikipedia.org/wiki/Mayotte,https://commons.wikimedia.org/wiki/File:Mayotte_in_its_region.svg#/media/File:Mayotte_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mayotte&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mayotte&FORM=HDRSC4,,,,,,,,,,116.0,1.0
223,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Territorio asociado a estados soberanos,Montserrat,n/d,n/d,n/d,América,https://www.google.com/maps/place/Montserrat,https://es.wikipedia.org/wiki/Montserrat,https://commons.wikimedia.org/wiki/File:Montserrat_in_its_region.svg#/media/File:Montserrat_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Montserrat&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Montserrat&FORM=HDRSC4,0.0,5.0,0.0,5.0,0.0,,,,,5.0,0.0
224,Nueva Caledonia,New Caledonia,New Caledonia,New_Caledonia,New Caledonia,New Caledonia,New Caledonia,Territorio asociado a estados soberanos,Nueva Caledonia,n/d,n/d,n/d,Oceanía,https://www.google.com/maps/place/Nueva Caledonia,https://es.wikipedia.org/wiki/Nueva Caledonia,https://commons.wikimedia.org/wiki/File:New Caledonia_in_its_region.svg#/media/File:New Caledonia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +New Caledonia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +New Caledonia&FORM=HDRSC4,0.0,16.0,0.0,16.0,0.0,,,,,18.0,0.0
225,Reunión (Francia),Réunion,Réunion,Réunion,Romania,Réunion,R?union,Territorio asociado a estados soberanos,Réunion,n/d,n/d,n/d,África,https://www.google.com/maps/place/Reunión (Francia),https://es.wikipedia.org/wiki/Reunión (Francia),https://commons.wikimedia.org/wiki/File:Réunion_in_its_region.svg#/media/File:Réunion_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Réunion&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Réunion&FORM=HDRSC4,,,,2738.0,94.0,,,,,281.0,0.0
226,San Bartolomé (Francia),Saint Barthélemy,St. Barth,Saint Barthélemy,Saint Barthélemy,Saint Barthélemy,Saint Barthélemy,Territorio asociado a estados soberanos,San Bartolomé,n/d,n/d,n/d,América,https://www.google.com/maps/place/San Bartolomé (Francia),https://es.wikipedia.org/wiki/San Bartolomé (Francia),https://commons.wikimedia.org/wiki/File:Saint Barthélemy_in_its_region.svg#/media/File:Saint Barthélemy_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Barthélemy&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Barthélemy&FORM=HDRSC4,,,,,,,,,,,
227,Isla de San Martín,Saint Martin,Saint Martin,Saint Martin,Saint Martin,Saint Martin,Saint Martin,Territorio asociado a estados soberanos,Isla de San Martín,n/d,n/d,n/d,América,https://www.google.com/maps/place/Isla de San Martín,https://es.wikipedia.org/wiki/Isla de San Martín,https://commons.wikimedia.org/wiki/File:Saint Martin_in_its_region.svg#/media/File:Saint Martin_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Martin&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Martin&FORM=HDRSC4,,,,,,,,,,16.0,1.0
228,Islas Turcas y Caicos,Turks and Caicos Islands,Turks and Caicos,Turks_and_Caicos_islands,Turks and Caicos Islands,Turks and Caicos Islands,Turks and Caicos Islands,Territorio asociado a estados soberanos,Islas Turcas y Caicos,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Turcas y Caicos,https://es.wikipedia.org/wiki/Islas Turcas y Caicos,https://commons.wikimedia.org/wiki/File:Turks and Caicos Islands_in_its_region.svg#/media/File:Turks and Caicos Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turks and Caicos Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turks and Caicos Islands&FORM=HDRSC4,0.0,5.0,0.0,5.0,0.0,,,,,6.0,0.0
229,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Territorio asociado a estados soberanos,Guam,n/d,n/d,n/d,Oceanía,https://www.google.com/maps/place/Guam,https://es.wikipedia.org/wiki/Guam,https://commons.wikimedia.org/wiki/File:Guam_in_its_region.svg#/media/File:Guam_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guam&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guam&FORM=HDRSC4,1.0,60.0,1.0,82.0,3.0,,,,,82.0,3.0
230,Bailía de Guernsey,Guernsey,Guernsey,Guernsey,Guernsey,Guernsey,Guernsey,Territorio asociado a estados soberanos,Bailía de Guernsey,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Bailía de Guernsey,https://es.wikipedia.org/wiki/Bailía de Guernsey,https://commons.wikimedia.org/wiki/File:Guernsey_in_its_region.svg#/media/File:Guernsey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guernsey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guernsey&FORM=HDRSC4,0.0,45.0,0.0,91.0,0.0,,,,,0.0,0.0
231,Jersey,Jersey,Jersey,Jersey,Jersey,Jersey,Jersey,Territorio asociado a estados soberanos,Jersey,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Jersey,https://es.wikipedia.org/wiki/Jersey,https://commons.wikimedia.org/wiki/File:Jersey_in_its_region.svg#/media/File:Jersey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Jersey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Jersey&FORM=HDRSC4,2.0,63.0,2.0,81.0,2.0,,,,,172.0,3.0
232,Islas Malvinas,Falkland Islands,Falkland Islands,Falkland_Islands_(Malvinas),Falkland Islands,Falkland Islands,Falkland Islands,Territorio asociado a estados soberanos,Islas Malvinas,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Malvinas,https://es.wikipedia.org/wiki/Islas Malvinas,https://commons.wikimedia.org/wiki/File:Falkland Islands_in_its_region.svg#/media/File:Falkland Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Falkland Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Falkland Islands&FORM=HDRSC4,0.0,0.0,0.0,,,,,,,0.0,0.0
233,Crucero Diamond Princess,Diamond Princess,Diamond Princess,Diamond Princess,Diamond Princess,Diamond Princess,Diamond Princess,Otros,Crucero Diamond Princess,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Crucero Diamond Princess,https://es.wikipedia.org/wiki/Crucero Diamond Princess,https://commons.wikimedia.org/wiki/File:Diamond Princess_in_its_region.svg#/media/File:Diamond Princess_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Diamond Princess&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Diamond Princess&FORM=HDRSC4,,,,,,712.0,11.0,619.0,82.0,,
234,Crucero MS Zaandam,MS Zaandam,MS Zaandam,Myanmar,MS Zaandam,MS Zaandam,MS Zaandam,Otros,Crucero MS Zaandam,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Crucero MS Zaandam,https://es.wikipedia.org/wiki/Crucero MS Zaandam,https://commons.wikimedia.org/wiki/File:MS Zaandam_in_its_region.svg#/media/File:MS Zaandam_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +MS Zaandam&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +MS Zaandam&FORM=HDRSC4,0.0,14.0,0.0,,,9.0,2.0,0.0,7.0,,
235,Casos en un transporte internacional Japón,Cases on an international conveyance  Japan,Cases on an international conveyance  Japan,Cases_on_an_international_conveyance_Japan,Cases on an international conveyance  Japan,Cases on an international conveyance  Japan,Cases on an international conveyance  Japan,Otros,Casos en un transporte internacional Japón,n/d,n/d,n/d,Asia,https://www.google.com/maps/place/Casos en un transporte internacional Japón,https://es.wikipedia.org/wiki/Casos en un transporte internacional Japón,https://commons.wikimedia.org/wiki/File:Cases on an international conveyance  Japan_in_its_region.svg#/media/File:Cases on an international conveyance  Japan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cases on an international conveyance  Japan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cases on an international conveyance  Japan&FORM=HDRSC4,7.0,696.0,7.0,,,,,,,,
